BAND_1,BAND_2,BAND_3,BAND_4,BAND_5,BAND_6,BAND_7,BAND_8,BAND_8A,BAND_9,BAND_11,BAND_12,VALUE,CLASSE
0.013900000000000001,0.025,0.030600000000000002,0.0102,0.0074,0.0035,0.0047,0.0036000000000000003,0.0021000000000000003,0.0001,0.0043,0.0034000000000000002,2.31,0
0.0142,0.0269,0.0439,0.0184,0.017400000000000002,0.0078000000000000005,0.008400000000000001,0.006200000000000001,0.0047,0.0019,0.0035,0.0031000000000000003,2.3,0
0.0167,0.027700000000000002,0.0422,0.0222,0.021500000000000002,0.0114,0.0123,0.0081,0.012100000000000001,0.0159,0.013600000000000001,0.015300000000000001,5.3,0
0.007,0.016,0.0173,0.006500000000000001,0.006,0.0047,0.004,0.004200000000000001,0.0043,0.003,0.0028,0.0022,1.88,0
0.0193,0.0279,0.041100000000000005,0.0178,0.013900000000000001,0.012400000000000001,0.0117,0.01,0.0102,0.0111,0.0082,0.0073,4.8,0
0.0112,0.017,0.026500000000000003,0.009600000000000001,0.0088,0.0059,0.004,0.0049,0.0043,0.0024000000000000002,0.0047,0.004,2.4,0
0.033,0.0296,0.0393,0.0244,0.0247,0.023200000000000002,0.0238,0.0218,0.022500000000000003,0.042800000000000005,0.0198,0.019100000000000002,0.8,0
0.0151,0.0292,0.0397,0.019700000000000002,0.021,0.0143,0.0158,0.0126,0.0126,0.002,0.0055000000000000005,0.0046,5.58,0
0.033100000000000004,0.0398,0.0386,0.020900000000000002,0.0194,0.016,0.0182,0.021500000000000002,0.0173,0.030500000000000003,0.0115,0.0119,2.14,0
0.0207,0.0307,0.038400000000000004,0.0206,0.0195,0.0195,0.020800000000000003,0.0176,0.019100000000000002,0.0263,0.0134,0.0106,3.5,0
0.013000000000000001,0.025400000000000002,0.0374,0.018600000000000002,0.0189,0.0099,0.0117,0.009000000000000001,0.0076,0.003,0.006200000000000001,0.0048000000000000004,5.24,0
0.0095,0.018500000000000003,0.0317,0.0106,0.006,0.0019,0.0031000000000000003,0.0024000000000000002,0.0012000000000000001,0.0002,0.0024000000000000002,0.0023,4.6,0
0.015700000000000002,0.0167,0.0263,0.0091,0.0063,0.0044,0.004200000000000001,0.0041,0.0048000000000000004,0.0002,0.0012000000000000001,0.0006000000000000001,2.06,0
0.0189,0.021500000000000002,0.029500000000000002,0.0122,0.008400000000000001,0.0051,0.0053,0.0048000000000000004,0.0045000000000000005,0.0016,0.0023,0.0014,0.8,0
0.0123,0.0211,0.033600000000000005,0.0108,0.0058000000000000005,0.003,0.004,0.0037,0.0037,0.0001,0.0012000000000000001,0.0013000000000000002,5.1,0
0.0111,0.016900000000000002,0.025900000000000003,0.008700000000000001,0.0073,0.0028,0.0024000000000000002,0.0027,0.0028,0.0001,0.0017000000000000001,0.0016,2.22,0
0.012100000000000001,0.0173,0.0316,0.0148,0.012400000000000001,0.0029000000000000002,0.0033,0.0027,0.0017000000000000001,0.032100000000000004,0.0021000000000000003,0.0012000000000000001,4.42,0
0.0112,0.0134,0.028900000000000002,0.013900000000000001,0.0099,0.0021000000000000003,0.0029000000000000002,0.0023,0.0035,0.0001,0.0014,0.0016,8.49,0
0.015700000000000002,0.0268,0.0333,0.015600000000000001,0.0148,0.0108,0.0125,0.0114,0.0122,0.016300000000000002,0.0095,0.0077,4.4,0
0.016300000000000002,0.0267,0.0339,0.0148,0.0108,0.007,0.0068000000000000005,0.0053,0.0045000000000000005,0.00030000000000000003,0.0026000000000000003,0.002,1.1,0
0.013300000000000001,0.02,0.020300000000000002,0.0078000000000000005,0.008700000000000001,0.0059,0.0085,0.006900000000000001,0.006200000000000001,0.0082,0.0041,0.0045000000000000005,1.56,0
0.0132,0.022000000000000002,0.027,0.013300000000000001,0.0115,0.011000000000000001,0.0125,0.0122,0.0119,0.0176,0.0094,0.0081,1.56,0
0.0173,0.022500000000000003,0.0351,0.0132,0.0092,0.0031000000000000003,0.0055000000000000005,0.003,0.0041,0.032100000000000004,0.00030000000000000003,0.0021000000000000003,2.8,0
0.0085,0.0164,0.029900000000000003,0.0126,0.011000000000000001,0.006200000000000001,0.0082,0.0047,0.0055000000000000005,0.0043,0.0044,0.0037,4.9,0
0.0082,0.0172,0.021500000000000002,0.007,0.0045000000000000005,0.0027,0.0035,0.003,0.0023,0.0001,0.0017000000000000001,0.0008,2.45,0
0.004,0.015300000000000001,0.021,0.0058000000000000005,0.0021000000000000003,0.0012000000000000001,0.0021000000000000003,0.0018000000000000002,0.002,0.0001,0.0013000000000000002,0.0004,2.23,0
0.0091,0.020900000000000002,0.032600000000000004,0.0135,0.012100000000000001,0.0049,0.0063,0.0053,0.0048000000000000004,0.032100000000000004,0.0038,0.0031000000000000003,5.76,0
0.015700000000000002,0.0179,0.0297,0.014100000000000001,0.0109,0.006200000000000001,0.0054,0.005,0.0048000000000000004,0.0029000000000000002,0.0036000000000000003,0.0028,1.6,0
0.0079,0.0164,0.0247,0.0108,0.0078000000000000005,0.0032,0.0045000000000000005,0.0027,0.0032,0.0004,0.002,0.0022,1.4,0
0.010400000000000001,0.0123,0.022600000000000002,0.0095,0.0079,0.0022,0.0028,0.0016,0.0017000000000000001,0.00030000000000000003,0.0023,0.0014,1.6,0
0.019,0.020900000000000002,0.031400000000000004,0.013800000000000002,0.0109,0.0056,0.005200000000000001,0.005200000000000001,0.0035,0.0024000000000000002,0.002,0.0005,2.68,0
0.0079,0.020300000000000002,0.033100000000000004,0.0128,0.007500000000000001,0.0011,0.0029000000000000002,0.003,0.0016,0.032100000000000004,0.0023,0.0024000000000000002,5.53,0
0.0088,0.016300000000000002,0.0256,0.0122,0.0095,0.0046,0.007200000000000001,0.0055000000000000005,0.006,0.0076,0.0049,0.0035,2.8,0
0.010700000000000001,0.023,0.0362,0.013300000000000001,0.0085,0.0043,0.0049,0.005,0.0047,0.0017000000000000001,0.002,0.0024000000000000002,5.17,0
0.009000000000000001,0.0126,0.0229,0.011600000000000001,0.010100000000000001,0.0077,0.0067,0.0071,0.0063,0.0001,0.0044,0.0033,2.4,0
0.021500000000000002,0.0234,0.0323,0.012400000000000001,0.0081,0.0064,0.0068000000000000005,0.0049,0.0058000000000000005,0.0014,0.0021000000000000003,0.0005,2.2,0
0.0119,0.0125,0.021500000000000002,0.0119,0.0088,0.0058000000000000005,0.006,0.0051,0.0064,0.004,0.0031000000000000003,0.0041,2.1,0
0.0119,0.0188,0.0221,0.0125,0.0118,0.0067,0.008400000000000001,0.0057,0.006,0.0037,0.0036000000000000003,0.0022,3.1,0
0.0155,0.0129,0.0198,0.012700000000000001,0.0109,0.0081,0.0077,0.0058000000000000005,0.0079,0.008400000000000001,0.004,0.0035,3.0,0
0.0176,0.024800000000000003,0.0367,0.013900000000000001,0.0103,0.007,0.0058000000000000005,0.0054,0.0029000000000000002,0.0002,0.0025,0.0025,4.42,0
0.0175,0.027200000000000002,0.0455,0.0175,0.0131,0.0063,0.006,0.0055000000000000005,0.0049,0.0022,0.003,0.0033,3.75,0
0.015600000000000001,0.017400000000000002,0.0297,0.0132,0.011600000000000001,0.007,0.0074,0.0045000000000000005,0.0058000000000000005,0.0034000000000000002,0.004200000000000001,0.002,3.4,0
0.0122,0.023,0.0327,0.012400000000000001,0.0111,0.0074,0.0095,0.0067,0.0061,0.0023,0.003,0.002,0.3,0
0.007,0.0176,0.0307,0.011300000000000001,0.0092,0.0061,0.006900000000000001,0.0063,0.005,0.00030000000000000003,0.0027,0.0018000000000000002,3.58,0
0.0098,0.0189,0.0307,0.013300000000000001,0.0105,0.0059,0.0068000000000000005,0.0053,0.006200000000000001,0.0008,0.0038,0.0028,2.2,0
0.024,0.0236,0.039400000000000004,0.0142,0.0131,0.0099,0.0089,0.006500000000000001,0.0063,0.0036000000000000003,0.0024000000000000002,0.001,2.6,0
0.0188,0.0221,0.0392,0.0142,0.0123,0.0074,0.008,0.0048000000000000004,0.006200000000000001,0.0002,0.0024000000000000002,0.0015,3.3,0
0.0223,0.022000000000000002,0.035500000000000004,0.015700000000000002,0.0145,0.0092,0.0092,0.0068000000000000005,0.0074,0.0049,0.004200000000000001,0.0037,4.86,0
0.0206,0.023100000000000002,0.0371,0.0158,0.0152,0.008400000000000001,0.009000000000000001,0.0056,0.0073,0.0001,0.0043,0.0032,5.29,0
0.022000000000000002,0.0291,0.034300000000000004,0.013000000000000001,0.0122,0.0089,0.0089,0.0078000000000000005,0.007200000000000001,0.0027,0.0029000000000000002,0.0028,2.0,0
0.012400000000000001,0.0213,0.0337,0.0122,0.008700000000000001,0.0026000000000000003,0.005,0.0026000000000000003,0.0028,0.032100000000000004,0.0025,0.002,4.88,0
0.0189,0.0195,0.0324,0.014100000000000001,0.0125,0.0073,0.007,0.005200000000000001,0.006200000000000001,0.007200000000000001,0.0038,0.0025,4.31,0
0.0344,0.0386,0.06570000000000001,0.0332,0.0262,0.0135,0.0134,0.011000000000000001,0.010100000000000001,0.013900000000000001,0.0047,0.0035,8.53,0
